LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	MONTH	RATE	region
CN300090	30	9	"Carbon County, MT"	Aug-10(p)	5.6	montana
CN300110	30	11	"Carter County, MT"	Aug-10(p)	3.8	montana
CN300130	30	13	"Cascade County, MT"	Aug-10(p)	6.1	montana
CN300150	30	15	"Chouteau County, MT"	Aug-10(p)	4.5	montana
CN300170	30	17	"Custer County, MT"	Aug-10(p)	4.5	montana
CN300190	30	19	"Daniels County, MT"	Aug-10(p)	4.6	montana
CN300210	30	21	"Dawson County, MT"	Aug-10(p)	4.3	montana
CN300230	30	23	"Deer Lodge County, MT"	Aug-10(p)	7.8	montana
CN300250	30	25	"Fallon County, MT"	Aug-10(p)	2.7	montana
CN300270	30	27	"Fergus County, MT"	Aug-10(p)	5.7	montana
PA300300	30	29	"Flathead County, MT"	Aug-10(p)	10.2	montana
CN300310	30	31	"Gallatin County, MT"	Aug-10(p)	6.3	montana
CN300330	30	33	"Garfield County, MT"	Aug-10(p)	3.6	montana
CN300350	30	35	"Glacier County, MT"	Aug-10(p)	10.5	montana
CN300370	30	37	"Golden Valley County, MT"	Aug-10(p)	5.3	montana
CN300390	30	39	"Granite County, MT"	Aug-10(p)	9	montana
CN300410	30	41	"Hill County, MT"	Aug-10(p)	5.9	montana
CN300430	30	43	"Jefferson County, MT"	Aug-10(p)	5.3	montana
CN300450	30	45	"Judith Basin County, MT"	Aug-10(p)	6.3	montana
CN300470	30	47	"Lake County, MT"	Aug-10(p)	9.6	montana
CN300490	30	49	"Lewis and Clark County, MT"	Aug-10(p)	5.3	montana
CN300510	30	51	"Liberty County, MT"	Aug-10(p)	5.3	montana
CN300530	30	53	"Lincoln County, MT"	Aug-10(p)	14.3	montana
CN300550	30	55	"McCone County, MT"	Aug-10(p)	2.9	montana
CN300570	30	57	"Madison County, MT"	Aug-10(p)	5.6	montana
CN300590	30	59	"Meagher County, MT"	Aug-10(p)	8	montana
CN300610	30	61	"Mineral County, MT"	Aug-10(p)	9.8	montana
PA300200	30	63	"Missoula County, MT"	Aug-10(p)	6.6	montana
CN300650	30	65	"Musselshell County, MT"	Aug-10(p)	5.5	montana
CN300670	30	67	"Park County, MT"	Aug-10(p)	6.5	montana
CN300690	30	69	"Petroleum County, MT"	Aug-10(p)	6.5	montana
CN300710	30	71	"Phillips County, MT"	Aug-10(p)	6	montana
CN300730	30	73	"Pondera County, MT"	Aug-10(p)	6.7	montana
CN300750	30	75	"Powder River County, MT"	Aug-10(p)	3.9	montana
CN300770	30	77	"Powell County, MT"	Aug-10(p)	8.6	montana
CN300790	30	79	"Prairie County, MT"	Aug-10(p)	4	montana
CN300810	30	81	"Ravalli County, MT"	Aug-10(p)	9	montana
CN300830	30	83	"Richland County, MT"	Aug-10(p)	3.7	montana
CN300850	30	85	"Roosevelt County, MT"	Aug-10(p)	8.4	montana
CN300870	30	87	"Rosebud County, MT"	Aug-10(p)	8.2	montana
CN300890	30	89	"Sanders County, MT"	Aug-10(p)	13.9	montana
CN300910	30	91	"Sheridan County, MT"	Aug-10(p)	3.6	montana
CN300930	30	93	"Silver Bow County, MT"	Aug-10(p)	6.3	montana
CN300950	30	95	"Stillwater County, MT"	Aug-10(p)	5.9	montana
CN300970	30	97	"Sweet Grass County, MT"	Aug-10(p)	3.7	montana
CN300990	30	99	"Teton County, MT"	Aug-10(p)	5.5	montana
CN301010	30	101	"Toole County, MT"	Aug-10(p)	4.3	montana
CN301030	30	103	"Treasure County, MT"	Aug-10(p)	4	montana
CN301050	30	105	"Valley County, MT"	Aug-10(p)	4.7	montana
CN301070	30	107	"Wheatland County, MT"	Aug-10(p)	5.2	montana
CN301090	30	109	"Wibaux County, MT"	Aug-10(p)	3.6	montana
CN301110	30	111	"Yellowstone County, MT"	Aug-10(p)	5.5	montana
CN310010	31	1	"Adams County, NE"	Aug-10(p)	4	nebraska
CN310030	31	3	"Antelope County, NE"	Aug-10(p)	3	nebraska
CN310050	31	5	"Arthur County, NE"	Aug-10(p)	3.9	nebraska
CN310070	31	7	"Banner County, NE"	Aug-10(p)	5.3	nebraska
CN310090	31	9	"Blaine County, NE"	Aug-10(p)	4.5	nebraska
CN310110	31	11	"Boone County, NE"	Aug-10(p)	2.8	nebraska
CN310130	31	13	"Box Butte County, NE"	Aug-10(p)	5.2	nebraska
CN310150	31	15	"Boyd County, NE"	Aug-10(p)	3.1	nebraska
CN310170	31	17	"Brown County, NE"	Aug-10(p)	2.7	nebraska
CN310190	31	19	"Buffalo County, NE"	Aug-10(p)	3.1	nebraska
CN310210	31	21	"Burt County, NE"	Aug-10(p)	5.2	nebraska
CN310230	31	23	"Butler County, NE"	Aug-10(p)	3.5	nebraska
CN310250	31	25	"Cass County, NE"	Aug-10(p)	4.8	nebraska
CN310270	31	27	"Cedar County, NE"	Aug-10(p)	3.1	nebraska
CN310290	31	29	"Chase County, NE"	Aug-10(p)	2.7	nebraska
CN310310	31	31	"Cherry County, NE"	Aug-10(p)	2.4	nebraska
CN310330	31	33	"Cheyenne County, NE"	Aug-10(p)	3.4	nebraska
CN310350	31	35	"Clay County, NE"	Aug-10(p)	4.3	nebraska
CN310370	31	37	"Colfax County, NE"	Aug-10(p)	3.5	nebraska
CN310390	31	39	"Cuming County, NE"	Aug-10(p)	3.4	nebraska
CN310410	31	41	"Custer County, NE"	Aug-10(p)	3.2	nebraska
CN310430	31	43	"Dakota County, NE"	Aug-10(p)	9.3	nebraska
CN310450	31	45	"Dawes County, NE"	Aug-10(p)	4	nebraska
CN310470	31	47	"Dawson County, NE"	Aug-10(p)	4.9	nebraska
CN310490	31	49	"Deuel County, NE"	Aug-10(p)	3.2	nebraska
CN310510	31	51	"Dixon County, NE"	Aug-10(p)	4.8	nebraska
CN310530	31	53	"Dodge County, NE"	Aug-10(p)	4.6	nebraska
CN310550	31	55	"Douglas County, NE"	Aug-10(p)	5	nebraska
CN310570	31	57	"Dundy County, NE"	Aug-10(p)	3.1	nebraska
CN310590	31	59	"Fillmore County, NE"	Aug-10(p)	3.5	nebraska
CN310610	31	61	"Franklin County, NE"	Aug-10(p)	3.3	nebraska
CN310630	31	63	"Frontier County, NE"	Aug-10(p)	3.1	nebraska
CN310650	31	65	"Furnas County, NE"	Aug-10(p)	2.8	nebraska
CN310670	31	67	"Gage County, NE"	Aug-10(p)	6.3	nebraska
CN310690	31	69	"Garden County, NE"	Aug-10(p)	4.6	nebraska
CN310710	31	71	"Garfield County, NE"	Aug-10(p)	2.5	nebraska
CN310730	31	73	"Gosper County, NE"	Aug-10(p)	2.9	nebraska
CN310750	31	75	"Grant County, NE"	Aug-10(p)	3.8	nebraska
CN310770	31	77	"Greeley County, NE"	Aug-10(p)	3.3	nebraska
CN310790	31	79	"Hall County, NE"	Aug-10(p)	4	nebraska
CN310810	31	81	"Hamilton County, NE"	Aug-10(p)	3	nebraska
CN310830	31	83	"Harlan County, NE"	Aug-10(p)	2.7	nebraska
CN310850	31	85	"Hayes County, NE"	Aug-10(p)	4.6	nebraska
CN310870	31	87	"Hitchcock County, NE"	Aug-10(p)	3.6	nebraska
CN310890	31	89	"Holt County, NE"	Aug-10(p)	2.9	nebraska
CN310910	31	91	"Hooker County, NE"	Aug-10(p)	4.1	nebraska
CN310930	31	93	"Howard County, NE"	Aug-10(p)	3.2	nebraska
CN310950	31	95	"Jefferson County, NE"	Aug-10(p)	4.3	nebraska
CN310970	31	97	"Johnson County, NE"	Aug-10(p)	3.9	nebraska
CN310990	31	99	"Kearney County, NE"	Aug-10(p)	3.2	nebraska
CN311010	31	101	"Keith County, NE"	Aug-10(p)	3.5	nebraska
CN311030	31	103	"Keya Paha County, NE"	Aug-10(p)	3.5	nebraska
CN311050	31	105	"Kimball County, NE"	Aug-10(p)	4.5	nebraska
CN311070	31	107	"Knox County, NE"	Aug-10(p)	3.7	nebraska
CN311090	31	109	"Lancaster County, NE"	Aug-10(p)	3.9	nebraska
CN311110	31	111	"Lincoln County, NE"	Aug-10(p)	3.7	nebraska
CN311130	31	113	"Logan County, NE"	Aug-10(p)	6.4	nebraska
CN311150	31	115	"Loup County, NE"	Aug-10(p)	5.1	nebraska
CN311170	31	117	"McPherson County, NE"	Aug-10(p)	3.9	nebraska
CN311190	31	119	"Madison County, NE"	Aug-10(p)	3.8	nebraska
CN311210	31	121	"Merrick County, NE"	Aug-10(p)	4.2	nebraska
CN311230	31	123	"Morrill County, NE"	Aug-10(p)	3.8	nebraska
CN311250	31	125	"Nance County, NE"	Aug-10(p)	3.5	nebraska
CN311270	31	127	"Nemaha County, NE"	Aug-10(p)	5.8	nebraska
CN311290	31	129	"Nuckolls County, NE"	Aug-10(p)	3.9	nebraska
CN311310	31	131	"Otoe County, NE"	Aug-10(p)	4.2	nebraska
CN311330	31	133	"Pawnee County, NE"	Aug-10(p)	3.6	nebraska
CN311350	31	135	"Perkins County, NE"	Aug-10(p)	2.6	nebraska
CN311370	31	137	"Phelps County, NE"	Aug-10(p)	2.8	nebraska
CN311390	31	139	"Pierce County, NE"	Aug-10(p)	3.5	nebraska
CN311410	31	141	"Platte County, NE"	Aug-10(p)	3.7	nebraska
CN311430	31	143	"Polk County, NE"	Aug-10(p)	3.5	nebraska
CN311450	31	145	"Red Willow County, NE"	Aug-10(p)	3.6	nebraska
CN311470	31	147	"Richardson County, NE"	Aug-10(p)	5.9	nebraska
CN311490	31	149	"Rock County, NE"	Aug-10(p)	2.9	nebraska
CN311510	31	151	"Saline County, NE"	Aug-10(p)	3.7	nebraska
PA310150	31	153	"Sarpy County, NE"	Aug-10(p)	4.4	nebraska
CN311550	31	155	"Saunders County, NE"	Aug-10(p)	4.5	nebraska
CN311570	31	157	"Scotts Bluff County, NE"	Aug-10(p)	4.7	nebraska
CN311590	31	159	"Seward County, NE"	Aug-10(p)	3.5	nebraska
CN311610	31	161	"Sheridan County, NE"	Aug-10(p)	3.1	nebraska
CN311630	31	163	"Sherman County, NE"	Aug-10(p)	3	nebraska
CN311650	31	165	"Sioux County, NE"	Aug-10(p)	3.7	nebraska
CN311670	31	167	"Stanton County, NE"	Aug-10(p)	3.5	nebraska
CN311690	31	169	"Thayer County, NE"	Aug-10(p)	3.5	nebraska
CN311710	31	171	"Thomas County, NE"	Aug-10(p)	4	nebraska
CN311730	31	173	"Thurston County, NE"	Aug-10(p)	8.4	nebraska
CN311750	31	175	"Valley County, NE"	Aug-10(p)	3.3	nebraska
CN311770	31	177	"Washington County, NE"	Aug-10(p)	4.7	nebraska
CN311790	31	179	"Wayne County, NE"	Aug-10(p)	3.8	nebraska
CN311810	31	181	"Webster County, NE"	Aug-10(p)	3.6	nebraska
CN311830	31	183	"Wheeler County, NE"	Aug-10(p)	4.4	nebraska
CN311850	31	185	"York County, NE"	Aug-10(p)	5	nebraska
CN320010	32	1	"Churchill County, NV"	Aug-10(p)	10.9	nevada
CN320030	32	3	"Clark County, NV"	Aug-10(p)	14.7	nevada
CN320050	32	5	"Douglas County, NV"	Aug-10(p)	14.3	nevada
CN320070	32	7	"Elko County, NV"	Aug-10(p)	7.6	nevada
CN320090	32	9	"Esmeralda County, NV"	Aug-10(p)	7.9	nevada
CN320110	32	11	"Eureka County, NV"	Aug-10(p)	10	nevada
CN320130	32	13	"Humboldt County, NV"	Aug-10(p)	9.5	nevada
CN320150	32	15	"Lander County, NV"	Aug-10(p)	6.7	nevada
CN320170	32	17	"Lincoln County, NV"	Aug-10(p)	12.8	nevada
CN320190	32	19	"Lyon County, NV"	Aug-10(p)	18	nevada
CN320210	32	21	"Mineral County, NV"	Aug-10(p)	14.6	nevada
CN320230	32	23	"Nye County, NV"	Aug-10(p)	17.2	nevada
CN320270	32	27	"Pershing County, NV"	Aug-10(p)	11.9	nevada
CN320290	32	29	"Storey County, NV"	Aug-10(p)	13.4	nevada
PS320070	32	31	"Washoe County, NV"	Aug-10(p)	13.3	nevada
CN320330	32	33	"White Pine County, NV"	Aug-10(p)	8.6	nevada
CN325100	32	510	"Carson City, NV"	Aug-10(p)	13.1	nevada
CN330010	33	1	"Belknap County, NH"	Aug-10(p)	5.5	new hampshire
CN330030	33	3	"Carroll County, NH"	Aug-10(p)	4.7	new hampshire
PA330250	33	5	"Cheshire County, NH"	Aug-10(p)	5.9	new hampshire
CN330070	33	7	"Coos County, NH"	Aug-10(p)	6.3	new hampshire
PA330300	33	9	"Grafton County, NH"	Aug-10(p)	4.7	new hampshire
PS330050	33	11	"Hillsborough County, NH"	Aug-10(p)	6.1	new hampshire
PA330350	33	13	"Merrimack County, NH"	Aug-10(p)	5.3	new hampshire
PA330050	33	15	"Rockingham County, NH"	Aug-10(p)	5.9	new hampshire
PA330100	33	17	"Strafford County, NH"	Aug-10(p)	5.6	new hampshire
CN330190	33	19	"Sullivan County, NH"	Aug-10(p)	5.4	new hampshire
PS340020	34	1	"Atlantic County, NJ"	Aug-10(p)	11.5	new jersey
PS340050	34	3	"Bergen County, NJ"	Aug-10(p)	8.4	new jersey
PS340100	34	5	"Burlington County, NJ"	Aug-10(p)	9.2	new jersey
CN340070	34	7	"Camden County, NJ"	Aug-10(p)	10.6	new jersey
PS340210	34	9	"Cape May County, NJ"	Aug-10(p)	7.3	new jersey
PS340220	34	11	"Cumberland County, NJ"	Aug-10(p)	12.8	new jersey
CN340130	34	13	"Essex County, NJ"	Aug-10(p)	11.1	new jersey
PS340350	34	15	"Gloucester County, NJ"	Aug-10(p)	9.9	new jersey
CN340170	34	17	"Hudson County, NJ"	Aug-10(p)	10.7	new jersey
PA340700	34	19	"Hunterdon County, NJ"	Aug-10(p)	7	new jersey
CN340210	34	21	"Mercer County, NJ"	Aug-10(p)	8.1	new jersey
PS340420	34	23	"Middlesex County, NJ"	Aug-10(p)	8.9	new jersey
PS340430	34	25	"Monmouth County, NJ"	Aug-10(p)	8.5	new jersey
PS340450	34	27	"Morris County, NJ"	Aug-10(p)	7.2	new jersey
PS340550	34	29	"Ocean County, NJ"	Aug-10(p)	9.4	new jersey
CN340310	34	31	"Passaic County, NJ"	Aug-10(p)	11.5	new jersey
PA340750	34	33	"Salem County, NJ"	Aug-10(p)	11.2	new jersey
PS340700	34	35	"Somerset County, NJ"	Aug-10(p)	7.4	new jersey
PA340800	34	37	"Sussex County, NJ"	Aug-10(p)	9.1	new jersey
CN340390	34	39	"Union County, NJ"	Aug-10(p)	9.6	new jersey
PA340850	34	41	"Warren County, NJ"	Aug-10(p)	9.4	new jersey
CN350010	35	1	"Bernalillo County, NM"	Aug-10(p)	8.7	new mexico
CN350030	35	3	"Catron County, NM"	Aug-10(p)	8	new mexico
PA350450	35	5	"Chaves County, NM"	Aug-10(p)	8.2	new mexico
CN350060	35	6	"Cibola County, NM"	Aug-10(p)	8.2	new mexico
CN350070	35	7	"Colfax County, NM"	Aug-10(p)	7.6	new mexico
CN350090	35	9	"Curry County, NM"	Aug-10(p)	5.5	new mexico
CN350110	35	11	"De Baca County, NM"	Aug-10(p)	5.3	new mexico
PA350150	35	13	"Dona Ana County, NM"	Aug-10(p)	8.1	new mexico
CN350150	35	15	"Eddy County, NM"	Aug-10(p)	6	new mexico
CN350170	35	17	"Grant County, NM"	Aug-10(p)	10.4	new mexico
CN350190	35	19	"Guadalupe County, NM"	Aug-10(p)	10.3	new mexico
CN350210	35	21	"Harding County, NM"	Aug-10(p)	4.4	new mexico
CN350230	35	23	"Hidalgo County, NM"	Aug-10(p)	6.7	new mexico
PA350300	35	25	"Lea County, NM"	Aug-10(p)	7.6	new mexico
CN350270	35	27	"Lincoln County, NM"	Aug-10(p)	6	new mexico
CN350280	35	28	"Los Alamos County, NM"	Aug-10(p)	3.9	new mexico
CN350290	35	29	"Luna County, NM"	Aug-10(p)	14.8	new mexico
PA350350	35	31	"McKinley County, NM"	Aug-10(p)	10.1	new mexico
CN350330	35	33	"Mora County, NM"	Aug-10(p)	14.8	new mexico
CN350350	35	35	"Otero County, NM"	Aug-10(p)	7.5	new mexico
CN350370	35	37	"Quay County, NM"	Aug-10(p)	8	new mexico
CN350390	35	39	"Rio Arriba County, NM"	Aug-10(p)	8.5	new mexico
CN350410	35	41	"Roosevelt County, NM"	Aug-10(p)	6.3	new mexico
CN350430	35	43	"Sandoval County, NM"	Aug-10(p)	9.5	new mexico
PA350200	35	45	"San Juan County, NM"	Aug-10(p)	9.8	new mexico
CN350470	35	47	"San Miguel County, NM"	Aug-10(p)	8.8	new mexico
PA350250	35	49	"Santa Fe County, NM"	Aug-10(p)	6.9	new mexico
CN350510	35	51	"Sierra County, NM"	Aug-10(p)	5.9	new mexico
CN350530	35	53	"Socorro County, NM"	Aug-10(p)	6.5	new mexico
CN350550	35	55	"Taos County, NM"	Aug-10(p)	10	new mexico
CN350570	35	57	"Torrance County, NM"	Aug-10(p)	9.8	new mexico
CN350590	35	59	"Union County, NM"	Aug-10(p)	5.6	new mexico
PA350400	35	61	"Valencia County, NM"	Aug-10(p)	10.4	new mexico
CN360010	36	1	"Albany County, NY"	Aug-10(p)	6.7	new york
PA361720	36	3	"Allegany County, NY"	Aug-10(p)	9.1	new york
CN360050	36	5	"Bronx County, NY"	Aug-10(p)	13	new york
CN360070	36	7	"Broome County, NY"	Aug-10(p)	7.8	new york
PA361700	36	9	"Cattaraugus County, NY"	Aug-10(p)	8.1	new york
PA361750	36	11	"Cayuga County, NY"	Aug-10(p)	7.2	new york
PA361650	36	13	"Chautauqua County, NY"	Aug-10(p)	7.6	new york
PS360220	36	15	"Chemung County, NY"	Aug-10(p)	7.8	new york
CN360170	36	17	"Chenango County, NY"	Aug-10(p)	7.7	new york
PA361800	36	19	"Clinton County, NY"	Aug-10(p)	9.1	new york
PA361850	36	21	"Columbia County, NY"	Aug-10(p)	6.8	new york
CN360230	36	23	"Cortland County, NY"	Aug-10(p)	8.1	new york
CN360250	36	25	"Delaware County, NY"	Aug-10(p)	7.9	new york
CN360270	36	27	"Dutchess County, NY"	Aug-10(p)	7.4	new york
CN360290	36	29	"Erie County, NY"	Aug-10(p)	7.5	new york
CN360310	36	31	"Essex County, NY"	Aug-10(p)	7	new york
CN360330	36	33	"Franklin County, NY"	Aug-10(p)	7.8	new york
PA361900	36	35	"Fulton County, NY"	Aug-10(p)	9	new york
PA361950	36	37	"Genesee County, NY"	Aug-10(p)	6.2	new york
CN360390	36	39	"Greene County, NY"	Aug-10(p)	7.5	new york
CN360410	36	41	"Hamilton County, NY"	Aug-10(p)	4.9	new york
PA362000	36	43	"Herkimer County, NY"	Aug-10(p)	6.8	new york
PS361600	36	45	"Jefferson County, NY"	Aug-10(p)	8	new york
CN360470	36	47	"Kings County, NY"	Aug-10(p)	10.5	new york
CN360490	36	49	"Lewis County, NY"	Aug-10(p)	7.2	new york
PA362100	36	51	"Livingston County, NY"	Aug-10(p)	6.9	new york
PA362150	36	53	"Madison County, NY"	Aug-10(p)	7.1	new york
CN360550	36	55	"Monroe County, NY"	Aug-10(p)	7.6	new york
PA362200	36	57	"Montgomery County, NY"	Aug-10(p)	8.7	new york
CN360590	36	59	"Nassau County, NY"	Aug-10(p)	6.8	new york
CN360610	36	61	"New York County, NY"	Aug-10(p)	7.8	new york
CN360630	36	63	"Niagara County, NY"	Aug-10(p)	8.1	new york
CN360650	36	65	"Oneida County, NY"	Aug-10(p)	7	new york
CN360670	36	67	"Onondaga County, NY"	Aug-10(p)	7.3	new york
PA362250	36	69	"Ontario County, NY"	Aug-10(p)	6.1	new york
CN360710	36	71	"Orange County, NY"	Aug-10(p)	7.8	new york
CN360730	36	73	"Orleans County, NY"	Aug-10(p)	9.4	new york
PS360650	36	75	"Oswego County, NY"	Aug-10(p)	9.2	new york
PA362300	36	77	"Otsego County, NY"	Aug-10(p)	6.9	new york
PA361000	36	79	"Putnam County, NY"	Aug-10(p)	6.5	new york
CN360810	36	81	"Queens County, NY"	Aug-10(p)	8.5	new york
PS360700	36	83	"Rensselaer County, NY"	Aug-10(p)	7.2	new york
CN360850	36	85	"Richmond County, NY"	Aug-10(p)	9.3	new york
PS360750	36	87	"Rockland County, NY"	Aug-10(p)	6.9	new york
PS360950	36	89	"St. Lawrence County, NY"	Aug-10(p)	9.9	new york
PS360800	36	91	"Saratoga County, NY"	Aug-10(p)	5.9	new york
PS360850	36	93	"Schenectady County, NY"	Aug-10(p)	7.5	new york
CN360950	36	95	"Schoharie County, NY"	Aug-10(p)	8.1	new york
CN360970	36	97	"Schuyler County, NY"	Aug-10(p)	6.9	new york
CN360990	36	99	"Seneca County, NY"	Aug-10(p)	7.1	new york
PA362850	36	101	"Steuben County, NY"	Aug-10(p)	8.7	new york
PS361000	36	103	"Suffolk County, NY"	Aug-10(p)	7.2	new york
PA362350	36	105	"Sullivan County, NY"	Aug-10(p)	7.7	new york
CN361070	36	107	"Tioga County, NY"	Aug-10(p)	7.3	new york
PA362400	36	109	"Tompkins County, NY"	Aug-10(p)	6.1	new york
PS361100	36	111	"Ulster County, NY"	Aug-10(p)	7.6	new york
PA362550	36	113	"Warren County, NY"	Aug-10(p)	6.5	new york
PA362450	36	115	"Washington County, NY"	Aug-10(p)	6.5	new york
PA362500	36	117	"Wayne County, NY"	Aug-10(p)	8	new york
CN361190	36	119	"Westchester County, NY"	Aug-10(p)	6.9	new york
CN361210	36	121	"Wyoming County, NY"	Aug-10(p)	7.5	new york
CN361230	36	123	"Yates County, NY"	Aug-10(p)	5.7	new york
CN370010	37	1	"Alamance County, NC"	Aug-10(p)	10.6	north carolina
CN370030	37	3	"Alexander County, NC"	Aug-10(p)	12.1	north carolina
CN370050	37	5	"Alleghany County, NC"	Aug-10(p)	9.6	north carolina
CN370070	37	7	"Anson County, NC"	Aug-10(p)	12.5	north carolina
CN370090	37	9	"Ashe County, NC"	Aug-10(p)	10.6	north carolina
CN370110	37	11	"Avery County, NC"	Aug-10(p)	7.8	north carolina
CN370130	37	13	"Beaufort County, NC"	Aug-10(p)	10.5	north carolina
CN370150	37	15	"Bertie County, NC"	Aug-10(p)	10.7	north carolina
CN370170	37	17	"Bladen County, NC"	Aug-10(p)	11.5	north carolina
CN370190	37	19	"Brunswick County, NC"	Aug-10(p)	10.1	north carolina
CN370210	37	21	"Buncombe County, NC"	Aug-10(p)	7.9	north carolina
PA370600	37	23	"Burke County, NC"	Aug-10(p)	12.9	north carolina
PA370650	37	25	"Cabarrus County, NC"	Aug-10(p)	10.3	north carolina
PA370700	37	27	"Caldwell County, NC"	Aug-10(p)	12.9	north carolina
CN370290	37	29	"Camden County, NC"	Aug-10(p)	7	north carolina
CN370310	37	31	"Carteret County, NC"	Aug-10(p)	7.1	north carolina
CN370330	37	33	"Caswell County, NC"	Aug-10(p)	11.4	north carolina
PA370750	37	35	"Catawba County, NC"	Aug-10(p)	12.3	north carolina
CN370370	37	37	"Chatham County, NC"	Aug-10(p)	6.4	north carolina
CN370390	37	39	"Cherokee County, NC"	Aug-10(p)	13	north carolina
CN370410	37	41	"Chowan County, NC"	Aug-10(p)	10	north carolina
CN370430	37	43	"Clay County, NC"	Aug-10(p)	9.7	north carolina
PA370800	37	45	"Cleveland County, NC"	Aug-10(p)	12.5	north carolina
PA371900	37	47	"Columbus County, NC"	Aug-10(p)	11.8	north carolina
PA370850	37	49	"Craven County, NC"	Aug-10(p)	9.4	north carolina
PS370120	37	51	"Cumberland County, NC"	Aug-10(p)	9.1	north carolina
CN370530	37	53	"Currituck County, NC"	Aug-10(p)	4.1	north carolina
CN370550	37	55	"Dare County, NC"	Aug-10(p)	6.2	north carolina
PS370140	37	57	"Davidson County, NC"	Aug-10(p)	11.4	north carolina
CN370590	37	59	"Davie County, NC"	Aug-10(p)	9	north carolina
CN370610	37	61	"Duplin County, NC"	Aug-10(p)	8.1	north carolina
PS370180	37	63	"Durham County, NC"	Aug-10(p)	7.5	north carolina
PA370950	37	65	"Edgecombe County, NC"	Aug-10(p)	14.5	north carolina
PS370450	37	67	"Forsyth County, NC"	Aug-10(p)	9.4	north carolina
CN370690	37	69	"Franklin County, NC"	Aug-10(p)	9.5	north carolina
PS370200	37	71	"Gaston County, NC"	Aug-10(p)	10.8	north carolina
CN370730	37	73	"Gates County, NC"	Aug-10(p)	7.5	north carolina
CN370750	37	75	"Graham County, NC"	Aug-10(p)	13.3	north carolina
CN370770	37	77	"Granville County, NC"	Aug-10(p)	9.9	north carolina
CN370790	37	79	"Greene County, NC"	Aug-10(p)	9.5	north carolina
CN370810	37	81	"Guilford County, NC"	Aug-10(p)	10.5	north carolina
PA371000	37	83	"Halifax County, NC"	Aug-10(p)	12.2	north carolina
PA371800	37	85	"Harnett County, NC"	Aug-10(p)	10.3	north carolina
CN370870	37	87	"Haywood County, NC"	Aug-10(p)	8.5	north carolina
PA372000	37	89	"Henderson County, NC"	Aug-10(p)	7.7	north carolina
CN370910	37	91	"Hertford County, NC"	Aug-10(p)	9.2	north carolina
CN370930	37	93	"Hoke County, NC"	Aug-10(p)	8.7	north carolina
CN370950	37	95	"Hyde County, NC"	Aug-10(p)	6.2	north carolina
PA371050	37	97	"Iredell County, NC"	Aug-10(p)	11.3	north carolina
CN370990	37	99	"Jackson County, NC"	Aug-10(p)	7.7	north carolina
PA370300	37	101	"Johnston County, NC"	Aug-10(p)	9	north carolina
CN371030	37	103	"Jones County, NC"	Aug-10(p)	9.4	north carolina
CN371050	37	105	"Lee County, NC"	Aug-10(p)	11.4	north carolina
PA371100	37	107	"Lenoir County, NC"	Aug-10(p)	10.3	north carolina
CN371090	37	109	"Lincoln County, NC"	Aug-10(p)	11.9	north carolina
CN371110	37	111	"McDowell County, NC"	Aug-10(p)	11.4	north carolina
CN371130	37	113	"Macon County, NC"	Aug-10(p)	8.9	north carolina
CN371150	37	115	"Madison County, NC"	Aug-10(p)	8.6	north carolina
CN371170	37	117	"Martin County, NC"	Aug-10(p)	10.1	north carolina
CN371190	37	119	"Mecklenburg County, NC"	Aug-10(p)	10.5	north carolina
CN371210	37	121	"Mitchell County, NC"	Aug-10(p)	9.9	north carolina
CN371230	37	123	"Montgomery County, NC"	Aug-10(p)	12.2	north carolina
PA374000	37	125	"Moore County, NC"	Aug-10(p)	8.9	north carolina
PA371150	37	127	"Nash County, NC"	Aug-10(p)	11.8	north carolina
CN371290	37	129	"New Hanover County, NC"	Aug-10(p)	8.9	north carolina
CN371310	37	131	"Northampton County, NC"	Aug-10(p)	11.4	north carolina
PA372050	37	133	"Onslow County, NC"	Aug-10(p)	7.9	north carolina
PA370520	37	135	"Orange County, NC"	Aug-10(p)	6.4	north carolina
CN371370	37	137	"Pamlico County, NC"	Aug-10(p)	9.8	north carolina
CN371390	37	139	"Pasquotank County, NC"	Aug-10(p)	9.1	north carolina
CN371410	37	141	"Pender County, NC"	Aug-10(p)	9.7	north carolina
CN371430	37	143	"Perquimans County, NC"	Aug-10(p)	8.9	north carolina
CN371450	37	145	"Person County, NC"	Aug-10(p)	10.3	north carolina
CN371470	37	147	"Pitt County, NC"	Aug-10(p)	9.9	north carolina
CN371490	37	149	"Polk County, NC"	Aug-10(p)	7.6	north carolina
CN371510	37	151	"Randolph County, NC"	Aug-10(p)	9.6	north carolina
CN371530	37	153	"Richmond County, NC"	Aug-10(p)	12.8	north carolina
PS370470	37	155	"Robeson County, NC"	Aug-10(p)	11.8	north carolina
PA371400	37	157	"Rockingham County, NC"	Aug-10(p)	11.4	north carolina
PA371450	37	159	"Rowan County, NC"	Aug-10(p)	11.6	north carolina
PA371850	37	161	"Rutherford County, NC"	Aug-10(p)	14.6	north carolina
CN371630	37	163	"Sampson County, NC"	Aug-10(p)	8.3	north carolina
CN371650	37	165	"Scotland County, NC"	Aug-10(p)	15.7	north carolina
CN371670	37	167	"Stanly County, NC"	Aug-10(p)	11.3	north carolina
CN371690	37	169	"Stokes County, NC"	Aug-10(p)	8.9	north carolina
