LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	MONTH	RATE	region
CN121150	12	115	"Sarasota County, FL"	Aug-10(p)	12.3	florida
PS120500	12	117	"Seminole County, FL"	Aug-10(p)	11.2	florida
CN121190	12	119	"Sumter County, FL"	Aug-10(p)	9.9	florida
CN121210	12	121	"Suwannee County, FL"	Aug-10(p)	11.1	florida
CN121230	12	123	"Taylor County, FL"	Aug-10(p)	12.6	florida
CN121250	12	125	"Union County, FL"	Aug-10(p)	9.4	florida
CN121270	12	127	"Volusia County, FL"	Aug-10(p)	12.6	florida
CN121290	12	129	"Wakulla County, FL"	Aug-10(p)	8.6	florida
CN121310	12	131	"Walton County, FL"	Aug-10(p)	7.8	florida
CN121330	12	133	"Washington County, FL"	Aug-10(p)	11.4	florida
CN130010	13	1	"Appling County, GA"	Aug-10(p)	11.5	georgia
CN130030	13	3	"Atkinson County, GA"	Aug-10(p)	13.8	georgia
CN130050	13	5	"Bacon County, GA"	Aug-10(p)	10.5	georgia
CN130070	13	7	"Baker County, GA"	Aug-10(p)	9.8	georgia
CN130090	13	9	"Baldwin County, GA"	Aug-10(p)	15.1	georgia
CN130110	13	11	"Banks County, GA"	Aug-10(p)	7.2	georgia
CN130130	13	13	"Barrow County, GA"	Aug-10(p)	10.3	georgia
CN130150	13	15	"Bartow County, GA"	Aug-10(p)	11.1	georgia
CN130170	13	17	"Ben Hill County, GA"	Aug-10(p)	14.6	georgia
CN130190	13	19	"Berrien County, GA"	Aug-10(p)	12.2	georgia
CN130210	13	21	"Bibb County, GA"	Aug-10(p)	10.9	georgia
CN130230	13	23	"Bleckley County, GA"	Aug-10(p)	12.8	georgia
CN130250	13	25	"Brantley County, GA"	Aug-10(p)	11.9	georgia
CN130270	13	27	"Brooks County, GA"	Aug-10(p)	8.8	georgia
CN130290	13	29	"Bryan County, GA"	Aug-10(p)	8.6	georgia
CN130310	13	31	"Bulloch County, GA"	Aug-10(p)	9.8	georgia
CN130330	13	33	"Burke County, GA"	Aug-10(p)	10.8	georgia
CN130350	13	35	"Butts County, GA"	Aug-10(p)	11.3	georgia
CN130370	13	37	"Calhoun County, GA"	Aug-10(p)	10.4	georgia
CN130390	13	39	"Camden County, GA"	Aug-10(p)	9.9	georgia
CN130430	13	43	"Candler County, GA"	Aug-10(p)	9.7	georgia
PA130600	13	45	"Carroll County, GA"	Aug-10(p)	10.9	georgia
CN130470	13	47	"Catoosa County, GA"	Aug-10(p)	8	georgia
CN130490	13	49	"Charlton County, GA"	Aug-10(p)	12	georgia
PS130450	13	51	"Chatham County, GA"	Aug-10(p)	9.4	georgia
CN130530	13	53	"Chattahoochee County, GA"	Aug-10(p)	16.7	georgia
CN130550	13	55	"Chattooga County, GA"	Aug-10(p)	13.4	georgia
PA130950	13	57	"Cherokee County, GA"	Aug-10(p)	8.9	georgia
PA130550	13	59	"Clarke County, GA"	Aug-10(p)	7.9	georgia
CN130610	13	61	"Clay County, GA"	Aug-10(p)	9.1	georgia
PA131050	13	63	"Clayton County, GA"	Aug-10(p)	12.5	georgia
CN130650	13	65	"Clinch County, GA"	Aug-10(p)	12	georgia
PA131100	13	67	"Cobb County, GA"	Aug-10(p)	9.9	georgia
CN130690	13	69	"Coffee County, GA"	Aug-10(p)	17.4	georgia
CN130710	13	71	"Colquitt County, GA"	Aug-10(p)	9.9	georgia
CN130730	13	73	"Columbia County, GA"	Aug-10(p)	7.4	georgia
CN130750	13	75	"Cook County, GA"	Aug-10(p)	13.1	georgia
CN130770	13	77	"Coweta County, GA"	Aug-10(p)	9.4	georgia
CN130790	13	79	"Crawford County, GA"	Aug-10(p)	10	georgia
CN130810	13	81	"Crisp County, GA"	Aug-10(p)	13.6	georgia
CN130830	13	83	"Dade County, GA"	Aug-10(p)	8.4	georgia
CN130850	13	85	"Dawson County, GA"	Aug-10(p)	9.8	georgia
CN130870	13	87	"Decatur County, GA"	Aug-10(p)	14	georgia
CN130890	13	89	"DeKalb County, GA"	Aug-10(p)	10.7	georgia
CN130910	13	91	"Dodge County, GA"	Aug-10(p)	12.8	georgia
CN130930	13	93	"Dooly County, GA"	Aug-10(p)	10.8	georgia
CN130950	13	95	"Dougherty County, GA"	Aug-10(p)	12	georgia
PA131000	13	97	"Douglas County, GA"	Aug-10(p)	11	georgia
CN130990	13	99	"Early County, GA"	Aug-10(p)	9.8	georgia
CN131010	13	101	"Echols County, GA"	Aug-10(p)	6.7	georgia
CN131030	13	103	"Effingham County, GA"	Aug-10(p)	8	georgia
CN131050	13	105	"Elbert County, GA"	Aug-10(p)	13.1	georgia
CN131070	13	107	"Emanuel County, GA"	Aug-10(p)	12	georgia
CN131090	13	109	"Evans County, GA"	Aug-10(p)	9.3	georgia
CN131110	13	111	"Fannin County, GA"	Aug-10(p)	10.5	georgia
CN131130	13	113	"Fayette County, GA"	Aug-10(p)	8.6	georgia
PA130900	13	115	"Floyd County, GA"	Aug-10(p)	10.8	georgia
CN131170	13	117	"Forsyth County, GA"	Aug-10(p)	8.3	georgia
CN131190	13	119	"Franklin County, GA"	Aug-10(p)	11.8	georgia
CN131210	13	121	"Fulton County, GA"	Aug-10(p)	10.9	georgia
CN131230	13	123	"Gilmer County, GA"	Aug-10(p)	10.1	georgia
CN131250	13	125	"Glascock County, GA"	Aug-10(p)	12.2	georgia
PA130650	13	127	"Glynn County, GA"	Aug-10(p)	9.3	georgia
CN131290	13	129	"Gordon County, GA"	Aug-10(p)	12.5	georgia
CN131310	13	131	"Grady County, GA"	Aug-10(p)	9.1	georgia
CN131330	13	133	"Greene County, GA"	Aug-10(p)	11.1	georgia
PS130370	13	135	"Gwinnett County, GA"	Aug-10(p)	9.4	georgia
CN131370	13	137	"Habersham County, GA"	Aug-10(p)	9.9	georgia
PA130700	13	139	"Hall County, GA"	Aug-10(p)	9.2	georgia
CN131410	13	141	"Hancock County, GA"	Aug-10(p)	20.9	georgia
CN131430	13	143	"Haralson County, GA"	Aug-10(p)	12.2	georgia
CN131450	13	145	"Harris County, GA"	Aug-10(p)	7.3	georgia
CN131470	13	147	"Hart County, GA"	Aug-10(p)	12.1	georgia
CN131490	13	149	"Heard County, GA"	Aug-10(p)	12.5	georgia
CN131510	13	151	"Henry County, GA"	Aug-10(p)	10.3	georgia
PA130350	13	153	"Houston County, GA"	Aug-10(p)	7.7	georgia
CN131550	13	155	"Irwin County, GA"	Aug-10(p)	14.2	georgia
CN131570	13	157	"Jackson County, GA"	Aug-10(p)	11	georgia
CN131590	13	159	"Jasper County, GA"	Aug-10(p)	11.4	georgia
CN131610	13	161	"Jeff Davis County, GA"	Aug-10(p)	15.1	georgia
CN131630	13	163	"Jefferson County, GA"	Aug-10(p)	14.3	georgia
CN131650	13	165	"Jenkins County, GA"	Aug-10(p)	19.3	georgia
CN131670	13	167	"Johnson County, GA"	Aug-10(p)	12.2	georgia
CN131690	13	169	"Jones County, GA"	Aug-10(p)	8.7	georgia
CN131710	13	171	"Lamar County, GA"	Aug-10(p)	13.4	georgia
CN131730	13	173	"Lanier County, GA"	Aug-10(p)	9.1	georgia
CN131750	13	175	"Laurens County, GA"	Aug-10(p)	12.8	georgia
CN131770	13	177	"Lee County, GA"	Aug-10(p)	7.9	georgia
CN131790	13	179	"Liberty County, GA"	Aug-10(p)	9	georgia
CN131810	13	181	"Lincoln County, GA"	Aug-10(p)	10.9	georgia
CN131830	13	183	"Long County, GA"	Aug-10(p)	7.2	georgia
PA130750	13	185	"Lowndes County, GA"	Aug-10(p)	8.6	georgia
CN131870	13	187	"Lumpkin County, GA"	Aug-10(p)	10.4	georgia
CN131890	13	189	"McDuffie County, GA"	Aug-10(p)	10.4	georgia
CN131910	13	191	"McIntosh County, GA"	Aug-10(p)	11.5	georgia
CN131930	13	193	"Macon County, GA"	Aug-10(p)	13.7	georgia
CN131950	13	195	"Madison County, GA"	Aug-10(p)	8.2	georgia
CN131970	13	197	"Marion County, GA"	Aug-10(p)	10.3	georgia
CN131990	13	199	"Meriwether County, GA"	Aug-10(p)	12.5	georgia
CN132010	13	201	"Miller County, GA"	Aug-10(p)	8.3	georgia
CN132050	13	205	"Mitchell County, GA"	Aug-10(p)	10.8	georgia
CN132070	13	207	"Monroe County, GA"	Aug-10(p)	9.5	georgia
CN132090	13	209	"Montgomery County, GA"	Aug-10(p)	10.8	georgia
CN132110	13	211	"Morgan County, GA"	Aug-10(p)	9.7	georgia
CN132130	13	213	"Murray County, GA"	Aug-10(p)	12.2	georgia
PA130400	13	215	"Muscogee County, GA"	Aug-10(p)	9.6	georgia
CN132170	13	217	"Newton County, GA"	Aug-10(p)	12.6	georgia
CN132190	13	219	"Oconee County, GA"	Aug-10(p)	6.5	georgia
CN132210	13	221	"Oglethorpe County, GA"	Aug-10(p)	9	georgia
CN132230	13	223	"Paulding County, GA"	Aug-10(p)	10.5	georgia
CN132250	13	225	"Peach County, GA"	Aug-10(p)	11.9	georgia
CN132270	13	227	"Pickens County, GA"	Aug-10(p)	8.7	georgia
CN132290	13	229	"Pierce County, GA"	Aug-10(p)	10.4	georgia
CN132310	13	231	"Pike County, GA"	Aug-10(p)	9.8	georgia
CN132330	13	233	"Polk County, GA"	Aug-10(p)	10.5	georgia
CN132350	13	235	"Pulaski County, GA"	Aug-10(p)	9.7	georgia
CN132370	13	237	"Putnam County, GA"	Aug-10(p)	10.8	georgia
CN132390	13	239	"Quitman County, GA"	Aug-10(p)	11.6	georgia
CN132410	13	241	"Rabun County, GA"	Aug-10(p)	11.8	georgia
CN132430	13	243	"Randolph County, GA"	Aug-10(p)	12.7	georgia
CN132450	13	245	"Richmond County, GA"	Aug-10(p)	10.8	georgia
CN132470	13	247	"Rockdale County, GA"	Aug-10(p)	11.6	georgia
CN132490	13	249	"Schley County, GA"	Aug-10(p)	13.6	georgia
CN132510	13	251	"Screven County, GA"	Aug-10(p)	13.8	georgia
CN132530	13	253	"Seminole County, GA"	Aug-10(p)	10.7	georgia
CN132550	13	255	"Spalding County, GA"	Aug-10(p)	12.7	georgia
CN132570	13	257	"Stephens County, GA"	Aug-10(p)	10.5	georgia
CN132590	13	259	"Stewart County, GA"	Aug-10(p)	10.6	georgia
CN132610	13	261	"Sumter County, GA"	Aug-10(p)	13.2	georgia
CN132630	13	263	"Talbot County, GA"	Aug-10(p)	9.2	georgia
CN132650	13	265	"Taliaferro County, GA"	Aug-10(p)	11.6	georgia
CN132670	13	267	"Tattnall County, GA"	Aug-10(p)	9.7	georgia
CN132690	13	269	"Taylor County, GA"	Aug-10(p)	12.8	georgia
CN132710	13	271	"Telfair County, GA"	Aug-10(p)	21	georgia
CN132730	13	273	"Terrell County, GA"	Aug-10(p)	11.7	georgia
CN132750	13	275	"Thomas County, GA"	Aug-10(p)	9.7	georgia
CN132770	13	277	"Tift County, GA"	Aug-10(p)	12.4	georgia
CN132790	13	279	"Toombs County, GA"	Aug-10(p)	10.8	georgia
CN132810	13	281	"Towns County, GA"	Aug-10(p)	8.7	georgia
CN132830	13	283	"Treutlen County, GA"	Aug-10(p)	13.1	georgia
CN132850	13	285	"Troup County, GA"	Aug-10(p)	11.7	georgia
CN132870	13	287	"Turner County, GA"	Aug-10(p)	13.1	georgia
CN132890	13	289	"Twiggs County, GA"	Aug-10(p)	11.7	georgia
CN132910	13	291	"Union County, GA"	Aug-10(p)	8.9	georgia
CN132930	13	293	"Upson County, GA"	Aug-10(p)	12.3	georgia
PA130800	13	295	"Walker County, GA"	Aug-10(p)	9.5	georgia
CN132970	13	297	"Walton County, GA"	Aug-10(p)	10.4	georgia
CN132990	13	299	"Ware County, GA"	Aug-10(p)	11.1	georgia
CN133010	13	301	"Warren County, GA"	Aug-10(p)	18.1	georgia
CN133030	13	303	"Washington County, GA"	Aug-10(p)	15.3	georgia
CN133050	13	305	"Wayne County, GA"	Aug-10(p)	12.6	georgia
CN133070	13	307	"Webster County, GA"	Aug-10(p)	9.5	georgia
CN133090	13	309	"Wheeler County, GA"	Aug-10(p)	12.2	georgia
CN133110	13	311	"White County, GA"	Aug-10(p)	10.1	georgia
PA130850	13	313	"Whitfield County, GA"	Aug-10(p)	11.9	georgia
CN133150	13	315	"Wilcox County, GA"	Aug-10(p)	12.9	georgia
CN133170	13	317	"Wilkes County, GA"	Aug-10(p)	12.1	georgia
CN133190	13	319	"Wilkinson County, GA"	Aug-10(p)	13.1	georgia
CN133210	13	321	"Worth County, GA"	Aug-10(p)	11.6	georgia
PA150100	15	1	"Hawaii County, HI"	Aug-10(p)	9.8	hawaii
PS150070	15	3	"Honolulu County/city, HI"	Aug-10(p)	5.6	hawaii
CN150070	15	7	"Kauai County, HI"	Aug-10(p)	8.7	hawaii
PA150150	15	9	"Maui County, HI"	Aug-10(p)	8.1	hawaii
CN160010	16	1	"Ada County, ID"	Aug-10(p)	8.5	idaho
CN160030	16	3	"Adams County, ID"	Aug-10(p)	12.6	idaho
PA160150	16	5	"Bannock County, ID"	Aug-10(p)	8	idaho
CN160070	16	7	"Bear Lake County, ID"	Aug-10(p)	5.4	idaho
CN160090	16	9	"Benewah County, ID"	Aug-10(p)	11.4	idaho
CN160110	16	11	"Bingham County, ID"	Aug-10(p)	7.6	idaho
CN160130	16	13	"Blaine County, ID"	Aug-10(p)	8	idaho
CN160150	16	15	"Boise County, ID"	Aug-10(p)	5.9	idaho
CN160170	16	17	"Bonner County, ID"	Aug-10(p)	10.3	idaho
PA160200	16	19	"Bonneville County, ID"	Aug-10(p)	6.4	idaho
CN160210	16	21	"Boundary County, ID"	Aug-10(p)	13.3	idaho
CN160230	16	23	"Butte County, ID"	Aug-10(p)	6.4	idaho
CN160250	16	25	"Camas County, ID"	Aug-10(p)	10.6	idaho
PA160250	16	27	"Canyon County, ID"	Aug-10(p)	10.5	idaho
CN160290	16	29	"Caribou County, ID"	Aug-10(p)	7.1	idaho
CN160310	16	31	"Cassia County, ID"	Aug-10(p)	6.9	idaho
CN160330	16	33	"Clark County, ID"	Aug-10(p)	7	idaho
CN160350	16	35	"Clearwater County, ID"	Aug-10(p)	12	idaho
CN160370	16	37	"Custer County, ID"	Aug-10(p)	5.1	idaho
CN160390	16	39	"Elmore County, ID"	Aug-10(p)	8.7	idaho
CN160410	16	41	"Franklin County, ID"	Aug-10(p)	5.4	idaho
CN160430	16	43	"Fremont County, ID"	Aug-10(p)	9.4	idaho
CN160450	16	45	"Gem County, ID"	Aug-10(p)	10.9	idaho
CN160470	16	47	"Gooding County, ID"	Aug-10(p)	7.5	idaho
CN160490	16	49	"Idaho County, ID"	Aug-10(p)	9.7	idaho
CN160510	16	51	"Jefferson County, ID"	Aug-10(p)	7.5	idaho
CN160530	16	53	"Jerome County, ID"	Aug-10(p)	7.9	idaho
PA160300	16	55	"Kootenai County, ID"	Aug-10(p)	9.2	idaho
CN160570	16	57	"Latah County, ID"	Aug-10(p)	6.9	idaho
CN160590	16	59	"Lemhi County, ID"	Aug-10(p)	8	idaho
CN160610	16	61	"Lewis County, ID"	Aug-10(p)	5.3	idaho
CN160630	16	63	"Lincoln County, ID"	Aug-10(p)	11	idaho
CN160650	16	65	"Madison County, ID"	Aug-10(p)	6.5	idaho
CN160670	16	67	"Minidoka County, ID"	Aug-10(p)	8	idaho
CN160690	16	69	"Nez Perce County, ID"	Aug-10(p)	6.5	idaho
CN160710	16	71	"Oneida County, ID"	Aug-10(p)	5.1	idaho
CN160730	16	73	"Owyhee County, ID"	Aug-10(p)	5	idaho
CN160750	16	75	"Payette County, ID"	Aug-10(p)	9	idaho
CN160770	16	77	"Power County, ID"	Aug-10(p)	15.6	idaho
CN160790	16	79	"Shoshone County, ID"	Aug-10(p)	12.2	idaho
CN160810	16	81	"Teton County, ID"	Aug-10(p)	5.4	idaho
PA160350	16	83	"Twin Falls County, ID"	Aug-10(p)	8.9	idaho
CN160850	16	85	"Valley County, ID"	Aug-10(p)	13.4	idaho
CN160870	16	87	"Washington County, ID"	Aug-10(p)	9.9	idaho
PA170800	17	1	"Adams County, IL"	Aug-10(p)	7.5	illinois
CN170030	17	3	"Alexander County, IL"	Aug-10(p)	13.2	illinois
CN170050	17	5	"Bond County, IL"	Aug-10(p)	9.7	illinois
CN170070	17	7	"Boone County, IL"	Aug-10(p)	14.2	illinois
CN170090	17	9	"Brown County, IL"	Aug-10(p)	5.1	illinois
CN170110	17	11	"Bureau County, IL"	Aug-10(p)	11.1	illinois
CN170130	17	13	"Calhoun County, IL"	Aug-10(p)	10	illinois
CN170150	17	15	"Carroll County, IL"	Aug-10(p)	10.8	illinois
CN170170	17	17	"Cass County, IL"	Aug-10(p)	7.3	illinois
CN170190	17	19	"Champaign County, IL"	Aug-10(p)	9.5	illinois
CN170210	17	21	"Christian County, IL"	Aug-10(p)	9.5	illinois
CN170230	17	23	"Clark County, IL"	Aug-10(p)	12.2	illinois
CN170250	17	25	"Clay County, IL"	Aug-10(p)	12	illinois
CN170270	17	27	"Clinton County, IL"	Aug-10(p)	7.9	illinois
PA170830	17	29	"Coles County, IL"	Aug-10(p)	9.9	illinois
CN170310	17	31	"Cook County, IL"	Aug-10(p)	10.2	illinois
CN170330	17	33	"Crawford County, IL"	Aug-10(p)	9.3	illinois
CN170350	17	35	"Cumberland County, IL"	Aug-10(p)	9.7	illinois
PA170850	17	37	"DeKalb County, IL"	Aug-10(p)	9.1	illinois
CN170390	17	39	"De Witt County, IL"	Aug-10(p)	8.7	illinois
CN170410	17	41	"Douglas County, IL"	Aug-10(p)	9.3	illinois
PS170200	17	43	"DuPage County, IL"	Aug-10(p)	8.1	illinois
CN170450	17	45	"Edgar County, IL"	Aug-10(p)	10.4	illinois
CN170470	17	47	"Edwards County, IL"	Aug-10(p)	9	illinois
CN170490	17	49	"Effingham County, IL"	Aug-10(p)	7.9	illinois
CN170510	17	51	"Fayette County, IL"	Aug-10(p)	10.6	illinois
CN170530	17	53	"Ford County, IL"	Aug-10(p)	9.8	illinois
CN170550	17	55	"Franklin County, IL"	Aug-10(p)	13.5	illinois
CN170570	17	57	"Fulton County, IL"	Aug-10(p)	11.3	illinois
CN170590	17	59	"Gallatin County, IL"	Aug-10(p)	10.2	illinois
CN170610	17	61	"Greene County, IL"	Aug-10(p)	9.5	illinois
CN170630	17	63	"Grundy County, IL"	Aug-10(p)	11.5	illinois
CN170650	17	65	"Hamilton County, IL"	Aug-10(p)	9.8	illinois
CN170670	17	67	"Hancock County, IL"	Aug-10(p)	11	illinois
CN170690	17	69	"Hardin County, IL"	Aug-10(p)	12.3	illinois
CN170710	17	71	"Henderson County, IL"	Aug-10(p)	8.9	illinois
PA170900	17	73	"Henry County, IL"	Aug-10(p)	8.3	illinois
CN170750	17	75	"Iroquois County, IL"	Aug-10(p)	9.5	illinois
PA170950	17	77	"Jackson County, IL"	Aug-10(p)	8.3	illinois
CN170790	17	79	"Jasper County, IL"	Aug-10(p)	9.7	illinois
CN170810	17	81	"Jefferson County, IL"	Aug-10(p)	9.8	illinois
CN170830	17	83	"Jersey County, IL"	Aug-10(p)	9.4	illinois
CN170850	17	85	"Jo Daviess County, IL"	Aug-10(p)	7.6	illinois
CN170870	17	87	"Johnson County, IL"	Aug-10(p)	11.3	illinois
PS170320	17	89	"Kane County, IL"	Aug-10(p)	9.6	illinois
PA171000	17	91	"Kankakee County, IL"	Aug-10(p)	12.7	illinois
CN170930	17	93	"Kendall County, IL"	Aug-10(p)	9.4	illinois
PA171050	17	95	"Knox County, IL"	Aug-10(p)	9.3	illinois
CN170970	17	97	"Lake County, IL"	Aug-10(p)	10.1	illinois
PS170400	17	99	"LaSalle County, IL"	Aug-10(p)	12.5	illinois
CN171010	17	101	"Lawrence County, IL"	Aug-10(p)	9.4	illinois
CN171030	17	103	"Lee County, IL"	Aug-10(p)	10.6	illinois
CN171050	17	105	"Livingston County, IL"	Aug-10(p)	9.8	illinois
CN171070	17	107	"Logan County, IL"	Aug-10(p)	9.3	illinois
CN171090	17	109	"McDonough County, IL"	Aug-10(p)	9.4	illinois
PS170500	17	111	"McHenry County, IL"	Aug-10(p)	8.6	illinois
PS170520	17	113	"McLean County, IL"	Aug-10(p)	7.9	illinois
PS170420	17	115	"Macon County, IL"	Aug-10(p)	11.7	illinois
CN171170	17	117	"Macoupin County, IL"	Aug-10(p)	10.1	illinois
PA170650	17	119	"Madison County, IL"	Aug-10(p)	9.7	illinois
CN171210	17	121	"Marion County, IL"	Aug-10(p)	11.9	illinois
CN171230	17	123	"Marshall County, IL"	Aug-10(p)	9	illinois
CN171250	17	125	"Mason County, IL"	Aug-10(p)	12.6	illinois
CN171270	17	127	"Massac County, IL"	Aug-10(p)	11.2	illinois
CN171290	17	129	"Menard County, IL"	Aug-10(p)	7.2	illinois
CN171310	17	131	"Mercer County, IL"	Aug-10(p)	8.8	illinois
CN171330	17	133	"Monroe County, IL"	Aug-10(p)	7.7	illinois
CN171350	17	135	"Montgomery County, IL"	Aug-10(p)	12.5	illinois
CN171370	17	137	"Morgan County, IL"	Aug-10(p)	8.8	illinois
CN171390	17	139	"Moultrie County, IL"	Aug-10(p)	8.6	illinois
CN171410	17	141	"Ogle County, IL"	Aug-10(p)	13	illinois
CN171430	17	143	"Peoria County, IL"	Aug-10(p)	10.7	illinois
CN171450	17	145	"Perry County, IL"	Aug-10(p)	11.8	illinois
CN171470	17	147	"Piatt County, IL"	Aug-10(p)	8.2	illinois
CN171490	17	149	"Pike County, IL"	Aug-10(p)	8.5	illinois
CN171510	17	151	"Pope County, IL"	Aug-10(p)	10.9	illinois
CN171530	17	153	"Pulaski County, IL"	Aug-10(p)	12	illinois
CN171550	17	155	"Putnam County, IL"	Aug-10(p)	11.8	illinois
CN171570	17	157	"Randolph County, IL"	Aug-10(p)	8.9	illinois
CN171590	17	159	"Richland County, IL"	Aug-10(p)	10.4	illinois
PS170650	17	161	"Rock Island County, IL"	Aug-10(p)	8.8	illinois
CN171630	17	163	"St. Clair County, IL"	Aug-10(p)	11.3	illinois
CN171650	17	165	"Saline County, IL"	Aug-10(p)	9.9	illinois
CN171670	17	167	"Sangamon County, IL"	Aug-10(p)	7.9	illinois
CN171690	17	169	"Schuyler County, IL"	Aug-10(p)	6.9	illinois
CN171710	17	171	"Scott County, IL"	Aug-10(p)	8.4	illinois
CN171730	17	173	"Shelby County, IL"	Aug-10(p)	9.8	illinois
CN171750	17	175	"Stark County, IL"	Aug-10(p)	9.7	illinois
CN171770	17	177	"Stephenson County, IL"	Aug-10(p)	11	illinois
PS170850	17	179	"Tazewell County, IL"	Aug-10(p)	9.8	illinois
CN171810	17	181	"Union County, IL"	Aug-10(p)	12.4	illinois
PA171100	17	183	"Vermilion County, IL"	Aug-10(p)	11.9	illinois
CN171850	17	185	"Wabash County, IL"	Aug-10(p)	10.2	illinois
CN171870	17	187	"Warren County, IL"	Aug-10(p)	8.4	illinois
CN171890	17	189	"Washington County, IL"	Aug-10(p)	7.9	illinois
CN171910	17	191	"Wayne County, IL"	Aug-10(p)	9.6	illinois
CN171930	17	193	"White County, IL"	Aug-10(p)	8.8	illinois
PA171150	17	195	"Whiteside County, IL"	Aug-10(p)	10.5	illinois
CN171970	17	197	"Will County, IL"	Aug-10(p)	9.7	illinois
PA171200	17	199	"Williamson County, IL"	Aug-10(p)	9.6	illinois
CN172010	17	201	"Winnebago County, IL"	Aug-10(p)	14.6	illinois
CN172030	17	203	"Woodford County, IL"	Aug-10(p)	7.4	illinois
CN180010	18	1	"Adams County, IN"	Aug-10(p)	9.9	indiana
CN180030	18	3	"Allen County, IN"	Aug-10(p)	10.3	indiana
PA180450	18	5	"Bartholomew County, IN"	Aug-10(p)	8.9	indiana
CN180070	18	7	"Benton County, IN"	Aug-10(p)	10.6	indiana
CN180090	18	9	"Blackford County, IN"	Aug-10(p)	12.3	indiana
CN180110	18	11	"Boone County, IN"	Aug-10(p)	7.2	indiana
CN180130	18	13	"Brown County, IN"	Aug-10(p)	8.7	indiana
CN180150	18	15	"Carroll County, IN"	Aug-10(p)	9.2	indiana
CN180170	18	17	"Cass County, IN"	Aug-10(p)	9.6	indiana
PA180500	18	19	"Clark County, IN"	Aug-10(p)	10.3	indiana
CN180210	18	21	"Clay County, IN"	Aug-10(p)	9.9	indiana
CN180230	18	23	"Clinton County, IN"	Aug-10(p)	9.8	indiana
CN180250	18	25	"Crawford County, IN"	Aug-10(p)	10.4	indiana
CN180270	18	27	"Daviess County, IN"	Aug-10(p)	6.2	indiana
CN180290	18	29	"Dearborn County, IN"	Aug-10(p)	10.8	indiana
CN180310	18	31	"Decatur County, IN"	Aug-10(p)	10.4	indiana
CN180330	18	33	"DeKalb County, IN"	Aug-10(p)	10.9	indiana
CN180350	18	35	"Delaware County, IN"	Aug-10(p)	11	indiana
CN180370	18	37	"Dubois County, IN"	Aug-10(p)	6.7	indiana
PS180100	18	39	"Elkhart County, IN"	Aug-10(p)	13.4	indiana
CN180410	18	41	"Fayette County, IN"	Aug-10(p)	13.5	indiana
PA180550	18	43	"Floyd County, IN"	Aug-10(p)	9.6	indiana
CN180450	18	45	"Fountain County, IN"	Aug-10(p)	10.3	indiana
CN180470	18	47	"Franklin County, IN"	Aug-10(p)	9.7	indiana
CN180490	18	49	"Fulton County, IN"	Aug-10(p)	9.8	indiana
CN180510	18	51	"Gibson County, IN"	Aug-10(p)	8.5	indiana
PA180600	18	53	"Grant County, IN"	Aug-10(p)	11.7	indiana
CN180550	18	55	"Greene County, IN"	Aug-10(p)	8.9	indiana
PA180650	18	57	"Hamilton County, IN"	Aug-10(p)	7	indiana
CN180590	18	59	"Hancock County, IN"	Aug-10(p)	8.7	indiana
CN180610	18	61	"Harrison County, IN"	Aug-10(p)	9.5	indiana
PA180700	18	63	"Hendricks County, IN"	Aug-10(p)	8	indiana
PA180750	18	65	"Henry County, IN"	Aug-10(p)	12.2	indiana
CN180670	18	67	"Howard County, IN"	Aug-10(p)	12	indiana
CN180690	18	69	"Huntington County, IN"	Aug-10(p)	10.5	indiana
CN180710	18	71	"Jackson County, IN"	Aug-10(p)	9.3	indiana
CN180730	18	73	"Jasper County, IN"	Aug-10(p)	9.4	indiana
CN180750	18	75	"Jay County, IN"	Aug-10(p)	8.6	indiana
CN180770	18	77	"Jefferson County, IN"	Aug-10(p)	11	indiana
CN180790	18	79	"Jennings County, IN"	Aug-10(p)	11.3	indiana
PA180850	18	81	"Johnson County, IN"	Aug-10(p)	8.3	indiana
CN180830	18	83	"Knox County, IN"	Aug-10(p)	7.3	indiana
PA181050	18	85	"Kosciusko County, IN"	Aug-10(p)	9.1	indiana
CN180870	18	87	"LaGrange County, IN"	Aug-10(p)	10.7	indiana
CN180890	18	89	"Lake County, IN"	Aug-10(p)	10.7	indiana
PS180400	18	91	"LaPorte County, IN"	Aug-10(p)	11.3	indiana
CN180930	18	93	"Lawrence County, IN"	Aug-10(p)	10.8	indiana
CN180950	18	95	"Madison County, IN"	Aug-10(p)	11.4	indiana
PS180300	18	97	"Marion County, IN"	Aug-10(p)	10.1	indiana
CN180990	18	99	"Marshall County, IN"	Aug-10(p)	10.3	indiana
CN181010	18	101	"Martin County, IN"	Aug-10(p)	7	indiana
CN181030	18	103	"Miami County, IN"	Aug-10(p)	11.2	indiana
CN181050	18	105	"Monroe County, IN"	Aug-10(p)	7.6	indiana
CN181070	18	107	"Montgomery County, IN"	Aug-10(p)	9.3	indiana
PA181350	18	109	"Morgan County, IN"	Aug-10(p)	9.1	indiana
CN181110	18	111	"Newton County, IN"	Aug-10(p)	8.9	indiana
CN181130	18	113	"Noble County, IN"	Aug-10(p)	12.2	indiana
CN181150	18	115	"Ohio County, IN"	Aug-10(p)	10.7	indiana
CN181170	18	117	"Orange County, IN"	Aug-10(p)	10.1	indiana
CN181190	18	119	"Owen County, IN"	Aug-10(p)	11	indiana
CN181210	18	121	"Parke County, IN"	Aug-10(p)	9.2	indiana
